beta,bc_lf,tn,bc_wc1,rand_seed
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5246
0.014108950303076715,0.18733492670090152,13.62758303353139,0.785195912528136,5247
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5248
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5249
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5250
0.013941718334125781,0.2910165763889651,13.264171738797936,0.79692583366278,5251
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5252
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5253
0.014107534817713333,0.30333388949452567,13.802165976228972,0.7641659141719517,5254
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5255
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5256
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5257
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5258
0.014184828620466418,0.22176636970927138,13.416741684936927,0.7820420982915226,5259
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5260
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5261
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5262
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5263
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5264
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5265
0.014023453320702973,0.3414561281846108,13.92254569373508,0.753173888639654,5266
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5267
0.014023453320702973,0.3414561281846108,13.92254569373508,0.753173888639654,5268
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5269
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5270
0.014280884793637521,0.3017073649464464,12.762138352045831,0.757702447629591,5271
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5272
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5273
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5274
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5275
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5276
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5277
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5278
0.014280884793637521,0.3017073649464464,12.762138352045831,0.757702447629591,5279
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5280
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5281
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5282
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5283
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5284
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5285
0.014016008345439424,0.31421315163821417,14.201551596880748,0.754964098393401,5286
0.014297962526646177,0.30353659495166724,12.613654673181111,0.7599800982847658,5287
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5288
0.014084600545196398,0.3526978908675011,13.357477434554996,0.7586613337120942,5289
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5290
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5291
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5292
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5293
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5294
0.014089568713283325,0.35262648189978124,13.093416975232214,0.7609782250226291,5295
